loan_id,age,gender,annual_income,loan_amount,term_months,purpose,credit_score,employment_length,home_ownership,previous_defaults,dti,installment,default
1673,39,Male,52540.0,17378.0,12,education,676.0,3-5,MORTGAGE,1,18.66,1448.17,1
1674,28,Male,41436.0,20531.0,36,home_improvement,700.0,1-3,MORTGAGE,1,26.49,570.31,0
1675,51,Female,64426.0,22058.0,60,debt_consolidation,817.0,3-5,RENT,0,20.96,367.63,0
1676,41,Male,85085.0,11905.0,60,car,617.0,10+,MORTGAGE,0,24.63,198.42,0
1677,37,Male,30748.0,13637.0,24,other,704.0,10+,RENT,0,24.7,568.21,0
1678,43,Female,58543.0,18159.0,60,debt_consolidation,757.0,3-5,MORTGAGE,0,33.48,302.65,0
1679,57,Female,74794.0,16621.0,24,debt_consolidation,618.0,1-3,MORTGAGE,1,0.0,692.54,0
1680,74,Female,80487.0,20136.0,24,debt_consolidation,738.0,10+,RENT,0,17.5,839.0,0
1681,36,Female,115891.0,19047.0,60,small_business,697.0,3-5,MORTGAGE,0,22.32,317.45,0
1682,26,Male,77360.0,7585.0,12,car,585.0,3-5,RENT,0,27.29,632.08,1
1683,28,Male,47999.0,31870.0,24,home_improvement,743.0,1-3,MORTGAGE,0,20.26,1327.92,0
1684,45,Female,42960.0,15033.0,36,other,703.0,5-10,RENT,0,12.83,417.58,0
1685,38,Female,42592.0,21297.0,24,debt_consolidation,687.0,5-10,RENT,0,12.03,887.38,1
1686,45,Female,40921.0,20495.0,24,education,706.0,3-5,MORTGAGE,0,15.21,853.96,1
1687,32,Male,66472.0,17447.0,36,debt_consolidation,793.0,10+,RENT,0,21.46,484.64,1
1688,35,Male,72617.0,17361.0,60,debt_consolidation,682.0,<1,OWN,0,17.96,289.35,0
1689,46,Male,84736.0,23346.0,36,debt_consolidation,624.0,3-5,RENT,0,15.76,648.5,1
1690,61,Female,79950.0,13125.0,12,other,590.0,1-3,MORTGAGE,0,17.15,1093.75,1
1691,65,Female,97383.0,21980.0,60,home_improvement,626.0,5-10,MORTGAGE,0,28.76,366.33,0
1692,46,Male,39932.0,19522.0,60,debt_consolidation,616.0,1-3,RENT,0,8.13,325.37,1
1693,67,Male,109095.0,25582.0,24,home_improvement,634.0,5-10,OWN,1,23.7,1065.92,0
1694,52,Female,41110.0,10532.0,36,car,667.0,5-10,MORTGAGE,0,6.94,292.56,0
1695,30,Female,70438.0,15759.0,36,home_improvement,733.0,5-10,MORTGAGE,0,16.5,437.75,1
1696,36,Male,54157.0,7303.0,36,other,614.0,<1,RENT,0,13.76,202.86,1
1697,27,Female,59283.0,24988.0,60,debt_consolidation,618.0,10+,RENT,0,5.53,416.47,1
1698,37,Female,80169.0,8347.0,60,home_improvement,668.0,5-10,MORTGAGE,0,10.57,139.12,0
1699,43,Female,16847.0,17988.0,36,home_improvement,679.0,10+,RENT,0,35.13,499.67,1
1700,46,Female,35078.0,10917.0,12,car,735.0,5-10,OWN,0,16.98,909.75,0
1701,41,Male,82477.0,25271.0,24,other,696.0,3-5,RENT,0,0.0,1052.96,0
1702,42,Male,59935.0,14473.0,36,debt_consolidation,711.0,5-10,OWN,0,18.0,402.03,0
1703,27,Female,52301.0,20860.0,36,other,691.0,3-5,OWN,3,25.51,579.44,0
1704,34,Male,26372.0,5245.0,60,education,583.0,3-5,MORTGAGE,0,21.53,87.42,0
1705,35,Female,52512.0,9319.0,24,education,570.0,5-10,RENT,0,7.92,388.29,0
1706,73,Female,80428.0,20463.0,36,debt_consolidation,528.0,5-10,RENT,1,0.0,568.42,0
1707,27,Female,43096.0,26619.0,24,other,595.0,5-10,MORTGAGE,1,15.32,1109.12,1
1708,29,Male,100922.0,19735.0,60,education,657.0,<1,MORTGAGE,0,17.51,328.92,0
1709,71,Male,92307.0,36447.0,60,car,699.0,1-3,RENT,2,6.84,607.45,0
1710,68,Female,49498.0,22123.0,60,debt_consolidation,509.0,5-10,RENT,0,12.28,368.72,0
1711,28,Male,42170.0,15144.0,24,home_improvement,621.0,3-5,MORTGAGE,0,6.2,631.0,0
1712,70,Female,8000.0,12111.0,24,education,641.0,3-5,RENT,0,37.41,504.62,0
1713,43,Female,27694.0,31354.0,36,home_improvement,641.0,5-10,OWN,0,18.62,870.94,0
1714,49,Male,25850.0,22267.0,60,home_improvement,642.0,3-5,RENT,1,10.41,371.12,1
1715,38,Female,17071.0,10361.0,12,debt_consolidation,580.0,10+,OTHER,0,15.39,863.42,0
1716,51,Male,58921.0,9070.0,60,debt_consolidation,662.0,3-5,OTHER,1,19.14,151.17,0
1717,50,Male,69362.0,9026.0,60,home_improvement,614.0,3-5,RENT,0,10.42,150.43,0
1718,72,Female,114440.0,19601.0,12,small_business,767.0,3-5,RENT,1,19.29,1633.42,0
1719,59,Female,61995.0,1337.0,24,debt_consolidation,757.0,1-3,RENT,0,23.77,55.71,0
1720,55,Male,8000.0,10402.0,36,other,619.0,<1,RENT,0,21.53,288.94,1
1721,38,Female,37568.0,17678.0,24,car,627.0,5-10,RENT,0,22.17,736.58,1
1722,62,Male,78317.0,15249.0,12,education,803.0,1-3,MORTGAGE,0,20.75,1270.75,0
1723,59,Male,57558.0,10905.0,36,car,580.0,3-5,MORTGAGE,0,0.0,302.92,0
1724,37,Male,85705.0,21253.0,60,debt_consolidation,683.0,10+,MORTGAGE,0,0.0,354.22,0
1725,34,Female,44588.0,21207.0,60,other,783.0,3-5,RENT,1,24.27,353.45,0
1726,51,Male,94561.0,13052.0,12,small_business,615.0,10+,MORTGAGE,0,20.94,1087.67,0
1727,44,Female,67381.0,10217.0,60,debt_consolidation,567.0,1-3,RENT,0,15.37,170.28,0
1728,55,Female,68144.0,22781.0,36,car,641.0,10+,RENT,0,6.84,632.81,1
1729,64,Female,64499.0,13572.0,24,home_improvement,660.0,10+,RENT,1,11.43,565.5,1
1730,65,Male,37045.0,15126.0,36,other,690.0,10+,RENT,0,25.71,420.17,1
1731,54,Male,58284.0,22046.0,60,debt_consolidation,687.0,3-5,MORTGAGE,1,17.02,367.43,0
1732,23,Male,68813.0,5100.0,24,car,706.0,1-3,RENT,0,13.07,212.5,0
1733,57,Female,17980.0,10336.0,24,debt_consolidation,495.0,10+,MORTGAGE,0,18.49,430.67,0
1734,63,Female,62388.0,12652.0,36,debt_consolidation,683.0,1-3,OWN,0,19.59,351.44,0
1735,60,Female,96446.0,32164.0,12,debt_consolidation,628.0,3-5,RENT,0,15.79,2680.33,0
1736,46,Female,73015.0,3727.0,60,debt_consolidation,770.0,3-5,MORTGAGE,1,19.54,62.12,0
1737,43,Male,101019.0,15358.0,36,debt_consolidation,731.0,10+,MORTGAGE,0,26.44,426.61,0
1738,64,Female,72232.0,7021.0,60,home_improvement,747.0,3-5,RENT,0,18.65,117.02,0
1739,59,Female,33071.0,35783.0,24,small_business,748.0,3-5,RENT,0,19.17,1490.96,0
1740,35,Male,83723.0,17401.0,60,home_improvement,689.0,5-10,OWN,0,19.02,290.02,1
1741,69,Male,25769.0,6422.0,36,debt_consolidation,646.0,3-5,MORTGAGE,0,28.44,178.39,0
1742,24,Female,53747.0,1000.0,12,debt_consolidation,668.0,3-5,MORTGAGE,1,26.55,83.33,1
1743,49,Female,51720.0,20508.0,60,debt_consolidation,744.0,3-5,OTHER,0,18.9,341.8,0
1744,42,Male,39652.0,16738.0,60,other,659.0,1-3,RENT,0,24.56,278.97,0
1745,45,Female,131369.0,20722.0,24,debt_consolidation,685.0,10+,RENT,1,23.59,863.42,1
1746,33,Male,57821.0,5941.0,24,debt_consolidation,672.0,1-3,RENT,0,17.02,247.54,0
1747,38,Male,114302.0,31815.0,24,home_improvement,661.0,5-10,RENT,0,16.83,1325.62,1
1748,53,Female,70308.0,15737.0,60,other,767.0,<1,OWN,0,6.72,262.28,0
1749,36,Female,35372.0,18820.0,60,debt_consolidation,643.0,1-3,MORTGAGE,0,6.31,313.67,1
1750,65,Female,47712.0,20615.0,24,debt_consolidation,601.0,5-10,MORTGAGE,0,24.89,858.96,0
1751,62,Male,58846.0,15924.0,36,other,727.0,3-5,OWN,0,33.35,442.33,1
1752,64,Male,49746.0,26750.0,24,car,669.0,5-10,MORTGAGE,0,21.21,1114.58,0
1753,22,Male,51781.0,10231.0,60,car,639.0,1-3,RENT,0,16.39,170.52,0
1754,55,Male,77212.0,24201.0,24,other,646.0,10+,RENT,0,19.18,1008.38,0
1755,62,Male,70961.0,26998.0,24,home_improvement,655.0,3-5,MORTGAGE,0,18.82,1124.92,0
1756,54,Male,80700.0,24330.0,36,debt_consolidation,628.0,3-5,OWN,0,6.9,675.83,0
1757,50,Male,105801.0,27909.0,60,debt_consolidation,789.0,1-3,RENT,0,23.25,465.15,0
1758,33,Male,45855.0,8427.0,36,car,756.0,3-5,MORTGAGE,1,20.91,234.08,0
1759,33,Female,93417.0,19470.0,60,debt_consolidation,590.0,5-10,RENT,0,3.08,324.5,1
1760,38,Male,101808.0,18757.0,60,home_improvement,636.0,3-5,RENT,1,21.41,312.62,0
1761,52,Male,98817.0,15674.0,60,car,654.0,5-10,RENT,0,22.72,261.23,0
1762,52,Female,8000.0,20642.0,24,car,516.0,1-3,MORTGAGE,0,6.4,860.08,1
1763,55,Male,113931.0,25863.0,36,debt_consolidation,633.0,5-10,RENT,0,24.72,718.42,1
1764,59,Female,40908.0,8499.0,24,small_business,713.0,5-10,OWN,0,14.67,354.12,0
1765,66,Male,8000.0,4136.0,24,other,665.0,1-3,OTHER,0,24.35,172.33,1
1766,72,Male,113193.0,13155.0,60,debt_consolidation,769.0,1-3,RENT,2,16.6,219.25,0
1767,49,Male,75402.0,1000.0,60,debt_consolidation,708.0,10+,MORTGAGE,0,31.88,16.67,1
1768,69,Male,76641.0,14376.0,36,small_business,778.0,1-3,MORTGAGE,0,16.5,399.33,0
1769,49,Female,50038.0,27867.0,36,debt_consolidation,726.0,5-10,RENT,0,20.93,774.08,0
1770,73,Female,65463.0,2189.0,24,home_improvement,670.0,1-3,MORTGAGE,0,1.06,91.21,0
1771,64,Male,55821.0,11241.0,36,car,608.0,5-10,OWN,0,10.31,312.25,0
1772,36,Male,41274.0,4770.0,36,other,598.0,5-10,MORTGAGE,1,22.73,132.5,1
1773,64,Female,60690.0,18570.0,36,debt_consolidation,702.0,1-3,MORTGAGE,0,26.53,515.83,0
1774,67,Male,63394.0,20732.0,60,home_improvement,744.0,1-3,RENT,0,3.88,345.53,0
1775,30,Female,20351.0,15193.0,60,debt_consolidation,690.0,10+,MORTGAGE,0,15.5,253.22,0
1776,50,Male,61669.0,8836.0,36,debt_consolidation,711.0,5-10,OWN,0,29.39,245.44,1
1777,45,Female,8000.0,16712.0,12,debt_consolidation,728.0,1-3,RENT,1,15.88,1392.67,0
1778,59,Male,117611.0,26135.0,36,debt_consolidation,652.0,3-5,MORTGAGE,0,13.19,725.97,0
1779,40,Male,56923.0,23007.0,36,debt_consolidation,713.0,10+,MORTGAGE,0,5.42,639.08,0
1780,25,Female,27855.0,11338.0,60,home_improvement,718.0,3-5,RENT,0,16.21,188.97,0
1781,21,Female,75397.0,12082.0,12,small_business,602.0,3-5,RENT,0,26.12,1006.83,0
1782,50,Male,37599.0,11835.0,36,home_improvement,692.0,<1,RENT,0,22.69,328.75,1
1783,69,Female,59122.0,19414.0,36,debt_consolidation,709.0,5-10,MORTGAGE,0,20.89,539.28,0
1784,23,Female,73665.0,2563.0,36,small_business,706.0,10+,RENT,1,29.72,71.19,0
1785,65,Male,29499.0,19884.0,36,home_improvement,699.0,3-5,RENT,0,24.23,552.33,1
1786,34,Female,118491.0,10127.0,36,other,735.0,5-10,RENT,0,17.36,281.31,0
1787,50,Male,121347.0,12615.0,60,car,834.0,10+,MORTGAGE,0,18.23,210.25,0
1788,70,Female,44236.0,8424.0,24,home_improvement,694.0,3-5,MORTGAGE,0,9.85,351.0,0
1789,24,Female,26300.0,21581.0,24,debt_consolidation,791.0,3-5,OWN,0,13.37,899.21,0
1790,38,Male,44100.0,9665.0,36,debt_consolidation,561.0,10+,MORTGAGE,0,2.83,268.47,0
1791,57,Male,45703.0,6366.0,24,debt_consolidation,690.0,3-5,MORTGAGE,0,26.31,265.25,1
1792,45,Male,93311.0,9788.0,36,home_improvement,570.0,5-10,MORTGAGE,0,32.91,271.89,0
1793,68,Male,44619.0,5261.0,24,debt_consolidation,645.0,5-10,MORTGAGE,0,33.55,219.21,0
1794,21,Female,25150.0,22755.0,24,education,798.0,3-5,MORTGAGE,0,16.41,948.12,0
1795,73,Male,63047.0,5075.0,24,education,736.0,5-10,MORTGAGE,0,15.82,211.46,0
1796,66,Male,15274.0,14611.0,60,small_business,688.0,5-10,RENT,0,19.67,243.52,1
1797,35,Female,92040.0,9144.0,60,debt_consolidation,760.0,10+,OTHER,0,24.43,152.4,1
1798,29,Female,78000.0,29117.0,60,debt_consolidation,698.0,10+,MORTGAGE,0,4.18,485.28,0
1799,35,Male,42003.0,18807.0,36,car,652.0,3-5,RENT,0,6.15,522.42,0
1800,69,Female,45278.0,9337.0,36,small_business,561.0,3-5,MORTGAGE,1,5.62,259.36,0
1801,44,Female,67462.0,16544.0,12,debt_consolidation,710.0,10+,RENT,0,14.34,1378.67,0
1802,24,Female,26909.0,6816.0,24,debt_consolidation,612.0,1-3,OTHER,0,13.59,284.0,1
1803,32,Female,36363.0,21043.0,60,debt_consolidation,679.0,3-5,MORTGAGE,1,25.83,350.72,0
1804,57,Female,53238.0,16509.0,36,debt_consolidation,672.0,5-10,RENT,0,10.11,458.58,0
1805,57,Male,20437.0,18771.0,60,home_improvement,653.0,1-3,OWN,0,7.09,312.85,0
1806,63,Male,46370.0,6418.0,36,debt_consolidation,702.0,5-10,RENT,1,14.81,178.28,0
1807,26,Female,27808.0,2545.0,24,debt_consolidation,806.0,10+,MORTGAGE,0,18.78,106.04,0
1808,59,Female,102786.0,1000.0,24,car,692.0,5-10,RENT,0,12.41,41.67,1
1809,66,Female,47897.0,1000.0,60,home_improvement,674.0,1-3,MORTGAGE,0,21.25,16.67,1
1810,44,Female,31595.0,15098.0,24,other,664.0,1-3,MORTGAGE,0,7.34,629.08,0
1811,31,Male,80233.0,32296.0,12,debt_consolidation,681.0,1-3,OWN,0,1.96,2691.33,0
1812,33,Female,41145.0,11407.0,24,debt_consolidation,754.0,3-5,MORTGAGE,0,22.44,475.29,1
1813,54,Female,26925.0,9791.0,36,other,445.0,10+,MORTGAGE,0,15.12,271.97,0
1814,45,Female,86626.0,14512.0,12,education,662.0,3-5,RENT,0,5.9,1209.33,0
1815,27,Male,50306.0,7924.0,12,car,517.0,1-3,MORTGAGE,0,8.08,660.33,0
1816,72,Male,85231.0,3464.0,36,small_business,647.0,5-10,MORTGAGE,0,8.2,96.22,1
1817,24,Female,59548.0,9109.0,12,home_improvement,684.0,10+,OWN,0,19.03,759.08,1
1818,28,Male,63876.0,12957.0,24,other,751.0,<1,MORTGAGE,0,23.02,539.88,1
1819,40,Female,76895.0,31735.0,24,car,734.0,5-10,MORTGAGE,0,9.39,1322.29,1
1820,49,Male,40955.0,10603.0,24,car,774.0,1-3,RENT,0,22.51,441.79,0
1821,74,Female,35694.0,16753.0,36,car,655.0,3-5,MORTGAGE,0,6.09,465.36,0
1822,73,Female,96055.0,2653.0,24,car,616.0,1-3,OTHER,0,13.08,110.54,1
1823,71,Female,77368.0,21245.0,36,car,639.0,10+,MORTGAGE,0,17.39,590.14,0
1824,65,Male,57975.0,8346.0,24,debt_consolidation,725.0,10+,OWN,0,24.28,347.75,0
1825,66,Female,83871.0,4836.0,60,car,778.0,5-10,MORTGAGE,0,18.04,80.6,0
1826,30,Female,76205.0,5747.0,36,education,710.0,<1,OWN,1,24.91,159.64,0
1827,63,Male,88299.0,9223.0,60,debt_consolidation,646.0,10+,OWN,0,32.58,153.72,0
1828,54,Female,25715.0,4595.0,36,other,584.0,3-5,MORTGAGE,0,25.91,127.64,1
1829,46,Male,58075.0,17622.0,12,other,664.0,3-5,MORTGAGE,0,20.02,1468.5,1
1830,61,Male,93894.0,5241.0,36,debt_consolidation,728.0,5-10,RENT,0,11.58,145.58,0
1831,69,Male,110317.0,20813.0,60,home_improvement,592.0,5-10,OWN,0,26.12,346.88,1
1832,23,Female,43922.0,10422.0,60,debt_consolidation,820.0,1-3,RENT,0,12.17,173.7,0
1833,26,Male,64775.0,6747.0,24,debt_consolidation,666.0,1-3,RENT,0,25.92,281.12,0
1834,25,Female,60580.0,8851.0,24,car,750.0,1-3,MORTGAGE,0,15.91,368.79,0
1835,25,Male,22675.0,5860.0,60,debt_consolidation,605.0,1-3,RENT,1,6.9,97.67,0
1836,74,Male,51373.0,15194.0,36,debt_consolidation,648.0,10+,MORTGAGE,0,11.02,422.06,0
1837,67,Female,12639.0,10093.0,36,small_business,773.0,<1,RENT,0,0.0,280.36,1
1838,43,Female,54980.0,25002.0,36,car,597.0,10+,RENT,0,21.05,694.5,0
1839,69,Female,28859.0,1000.0,24,home_improvement,719.0,1-3,MORTGAGE,1,11.2,41.67,1
1840,29,Male,65097.0,25513.0,36,debt_consolidation,619.0,10+,RENT,0,0.0,708.69,0
1841,55,Male,50703.0,8946.0,60,small_business,616.0,1-3,MORTGAGE,0,17.19,149.1,0
1842,40,Female,50226.0,29404.0,60,home_improvement,675.0,5-10,RENT,0,18.38,490.07,0
1843,69,Female,106603.0,16084.0,12,other,634.0,3-5,OWN,0,11.56,1340.33,0
1844,62,Male,62124.0,25797.0,60,car,701.0,1-3,OWN,1,12.28,429.95,0
1845,55,Male,116347.0,14315.0,12,home_improvement,663.0,5-10,RENT,0,27.29,1192.92,1
1846,70,Female,73391.0,13762.0,60,education,629.0,10+,OTHER,0,18.7,229.37,1
1847,38,Male,84467.0,6460.0,36,home_improvement,667.0,1-3,OWN,0,2.55,179.44,1
1848,37,Female,33914.0,14177.0,60,debt_consolidation,786.0,5-10,RENT,0,16.18,236.28,1
1849,44,Male,39190.0,6002.0,36,debt_consolidation,615.0,3-5,RENT,0,15.65,166.72,0
1850,23,Male,60518.0,16686.0,60,car,605.0,5-10,OWN,0,3.7,278.1,0
1851,52,Female,96392.0,16452.0,60,home_improvement,611.0,5-10,MORTGAGE,0,13.17,274.2,0
1852,55,Male,49111.0,13896.0,24,debt_consolidation,612.0,10+,RENT,0,1.07,579.0,1
1853,58,Male,17056.0,26133.0,36,debt_consolidation,616.0,3-5,OTHER,0,4.11,725.92,0
1854,33,Female,71940.0,19478.0,36,car,587.0,1-3,OWN,0,1.2,541.06,0
1855,67,Male,61919.0,6719.0,24,home_improvement,742.0,5-10,RENT,0,9.15,279.96,0
1856,45,Male,43470.0,20115.0,60,home_improvement,692.0,10+,RENT,0,29.81,335.25,0
1857,29,Female,48808.0,23568.0,24,debt_consolidation,677.0,<1,RENT,0,21.94,982.0,0
1858,24,Male,33868.0,1000.0,12,car,848.0,1-3,RENT,1,22.19,83.33,0
1859,34,Male,87717.0,5253.0,24,home_improvement,721.0,10+,MORTGAGE,0,14.8,218.88,0
1860,57,Male,60700.0,10778.0,36,small_business,850.0,5-10,RENT,0,15.78,299.39,0
1861,54,Female,67214.0,7675.0,60,home_improvement,771.0,3-5,RENT,0,25.21,127.92,0
1862,31,Female,42107.0,20743.0,36,debt_consolidation,595.0,10+,RENT,0,20.92,576.19,1
1863,61,Female,100087.0,7023.0,24,debt_consolidation,587.0,1-3,OWN,0,26.03,292.62,0
1864,23,Male,66624.0,6050.0,24,car,644.0,3-5,OWN,0,9.06,252.08,0
1865,48,Female,8000.0,17149.0,60,debt_consolidation,655.0,5-10,MORTGAGE,0,23.94,285.82,1
1866,49,Female,73799.0,12921.0,12,debt_consolidation,769.0,5-10,MORTGAGE,0,34.27,1076.75,0
1867,29,Male,52070.0,25103.0,60,other,651.0,1-3,RENT,0,13.97,418.38,1
1868,23,Female,55082.0,18338.0,60,debt_consolidation,672.0,10+,MORTGAGE,0,14.66,305.63,0
1869,45,Female,89811.0,45625.0,36,small_business,598.0,10+,MORTGAGE,0,22.72,1267.36,0
1870,54,Female,62657.0,5184.0,60,home_improvement,726.0,1-3,OTHER,0,27.97,86.4,1
1871,32,Female,111370.0,1239.0,24,other,757.0,1-3,MORTGAGE,1,14.8,51.62,1
1872,62,Male,63168.0,27382.0,60,debt_consolidation,734.0,5-10,MORTGAGE,2,3.88,456.37,1
1873,29,Male,46001.0,42600.0,24,debt_consolidation,689.0,1-3,RENT,0,12.45,1775.0,0
1874,35,Male,8000.0,12990.0,36,home_improvement,752.0,3-5,MORTGAGE,0,9.9,360.83,0
1875,60,Male,38464.0,12136.0,36,debt_consolidation,717.0,1-3,RENT,0,0.0,337.11,0
1876,45,Male,50333.0,16146.0,36,small_business,735.0,5-10,OWN,0,24.3,448.5,1
1877,25,Female,103989.0,7327.0,24,car,625.0,3-5,RENT,0,11.05,305.29,0
1878,31,Male,46183.0,1000.0,60,debt_consolidation,660.0,10+,RENT,0,20.18,16.67,0
1879,54,Male,109260.0,17186.0,60,car,723.0,3-5,OTHER,0,31.85,286.43,0
1880,44,Female,25551.0,15086.0,60,education,648.0,3-5,OWN,1,0.86,251.43,0
1881,35,Male,36826.0,2548.0,36,debt_consolidation,823.0,10+,MORTGAGE,0,16.98,70.78,0
1882,58,Female,93809.0,9445.0,36,debt_consolidation,710.0,5-10,MORTGAGE,0,21.0,262.36,0
1883,28,Female,42146.0,2343.0,60,small_business,720.0,10+,RENT,1,13.66,39.05,0
1884,25,Male,92977.0,18344.0,60,other,754.0,<1,MORTGAGE,0,17.4,305.73,0
1885,68,Male,35211.0,14758.0,36,car,699.0,5-10,MORTGAGE,0,16.52,409.94,0
1886,46,Male,38217.0,16458.0,60,education,713.0,3-5,OWN,0,5.33,274.3,0
1887,38,Female,79255.0,19679.0,36,other,640.0,10+,MORTGAGE,0,25.98,546.64,0
1888,26,Male,35631.0,24866.0,24,home_improvement,656.0,<1,MORTGAGE,0,19.72,1036.08,0
1889,57,Female,51768.0,16602.0,60,other,680.0,10+,RENT,0,13.42,276.7,1
1890,68,Female,71843.0,20537.0,60,debt_consolidation,603.0,1-3,MORTGAGE,0,10.45,342.28,1
1891,33,Male,52422.0,31371.0,24,small_business,793.0,5-10,RENT,0,6.53,1307.12,1
1892,48,Female,43123.0,23699.0,12,other,600.0,5-10,OTHER,0,20.28,1974.92,1
1893,25,Male,23783.0,16964.0,36,home_improvement,605.0,1-3,MORTGAGE,0,20.7,471.22,0
1894,33,Female,103480.0,16411.0,60,car,681.0,1-3,MORTGAGE,0,22.74,273.52,1
1895,37,Male,109083.0,7537.0,24,other,712.0,5-10,MORTGAGE,0,31.75,314.04,0
1896,70,Female,69880.0,9182.0,60,debt_consolidation,629.0,1-3,MORTGAGE,0,17.77,153.03,1
1897,60,Male,53036.0,14112.0,36,debt_consolidation,644.0,3-5,OWN,1,16.61,392.0,0
1898,65,Female,54685.0,11818.0,24,small_business,661.0,1-3,MORTGAGE,0,10.63,492.42,0
1899,52,Male,84966.0,31969.0,24,debt_consolidation,682.0,<1,MORTGAGE,1,30.29,1332.04,1
1900,49,Male,90953.0,18356.0,60,home_improvement,725.0,1-3,MORTGAGE,1,33.48,305.93,0
1901,71,Female,43795.0,17615.0,24,debt_consolidation,628.0,1-3,MORTGAGE,0,2.27,733.96,1
1902,23,Male,92238.0,25559.0,24,car,650.0,3-5,MORTGAGE,1,12.76,1064.96,0
1903,60,Female,78453.0,16648.0,24,car,707.0,1-3,RENT,1,38.83,693.67,1
1904,54,Female,91717.0,12517.0,24,debt_consolidation,763.0,10+,RENT,0,0.0,521.54,0
1905,60,Male,11947.0,17325.0,24,debt_consolidation,744.0,<1,RENT,0,11.04,721.88,0
1906,47,Male,47424.0,18658.0,24,home_improvement,707.0,5-10,RENT,0,22.07,777.42,1
1907,33,Male,54813.0,27602.0,36,education,536.0,1-3,MORTGAGE,0,32.3,766.72,1
1908,65,Female,45931.0,2783.0,36,debt_consolidation,619.0,10+,OWN,0,31.6,77.31,0
1909,53,Male,117520.0,8346.0,24,debt_consolidation,625.0,<1,RENT,0,20.86,347.75,0
1910,26,Male,47704.0,14344.0,60,debt_consolidation,751.0,1-3,RENT,0,17.18,239.07,0
1911,44,Male,74052.0,23435.0,24,home_improvement,606.0,1-3,RENT,0,24.89,976.46,0
1912,39,Male,64585.0,22085.0,60,home_improvement,572.0,1-3,MORTGAGE,0,26.01,368.08,0
1913,36,Female,51293.0,15975.0,24,small_business,707.0,10+,MORTGAGE,0,15.11,665.62,0
1914,60,Male,38741.0,24174.0,60,debt_consolidation,715.0,1-3,OWN,0,24.69,402.9,1
1915,48,Female,121675.0,8935.0,24,small_business,627.0,1-3,MORTGAGE,1,15.55,372.29,0
1916,53,Female,53344.0,31950.0,36,other,649.0,1-3,RENT,0,6.6,887.5,1
1917,68,Female,86268.0,7479.0,24,debt_consolidation,792.0,10+,MORTGAGE,0,27.91,311.62,0
1918,61,Male,59711.0,1000.0,24,debt_consolidation,584.0,5-10,OWN,0,34.79,41.67,0
1919,33,Female,46238.0,20447.0,36,debt_consolidation,607.0,5-10,MORTGAGE,0,12.23,567.97,0
1920,63,Female,63249.0,2100.0,36,home_improvement,723.0,5-10,MORTGAGE,0,11.02,58.33,0
1921,65,Male,69243.0,10420.0,60,car,688.0,10+,RENT,0,0.0,173.67,0
1922,45,Male,45912.0,13711.0,36,debt_consolidation,675.0,5-10,OWN,0,22.35,380.86,0
1923,73,Male,37061.0,18734.0,24,car,572.0,3-5,RENT,1,28.35,780.58,0
1924,62,Male,74285.0,24116.0,60,debt_consolidation,613.0,1-3,OWN,0,13.75,401.93,0
1925,56,Male,63491.0,2853.0,36,car,658.0,1-3,RENT,0,25.46,79.25,0
1926,47,Female,40438.0,4870.0,24,debt_consolidation,813.0,3-5,RENT,0,8.82,202.92,0
1927,58,Male,31847.0,45722.0,60,small_business,643.0,1-3,RENT,1,11.2,762.03,1
1928,27,Male,70478.0,13100.0,60,home_improvement,576.0,3-5,OTHER,0,0.0,218.33,1
1929,25,Female,8000.0,1000.0,12,home_improvement,649.0,1-3,RENT,0,17.99,83.33,1
1930,63,Male,52182.0,5923.0,12,home_improvement,630.0,1-3,MORTGAGE,0,18.51,493.58,1
1931,65,Female,64053.0,10253.0,12,education,720.0,1-3,MORTGAGE,1,16.65,854.42,0
1932,71,Male,112130.0,15045.0,36,car,497.0,10+,MORTGAGE,0,24.33,417.92,0
1933,51,Female,60314.0,25733.0,60,debt_consolidation,632.0,3-5,MORTGAGE,0,29.97,428.88,0
1934,43,Male,50964.0,29705.0,60,car,780.0,10+,MORTGAGE,1,15.36,495.08,0
1935,62,Female,68537.0,7580.0,36,home_improvement,724.0,5-10,OTHER,0,33.16,210.56,0
1936,30,Female,38504.0,9888.0,24,debt_consolidation,684.0,5-10,MORTGAGE,0,15.81,412.0,1
1937,52,Male,53432.0,16337.0,24,car,641.0,<1,MORTGAGE,1,15.51,680.71,0
1938,63,Male,60879.0,8466.0,60,debt_consolidation,727.0,<1,RENT,1,16.61,141.1,1
1939,73,Female,78885.0,25735.0,60,small_business,725.0,1-3,RENT,0,33.86,428.92,1
1940,50,Male,39810.0,37200.0,24,car,601.0,1-3,RENT,0,12.35,1550.0,0
1941,59,Female,59828.0,15192.0,24,home_improvement,757.0,1-3,MORTGAGE,0,23.71,633.0,0
1942,51,Female,8000.0,17956.0,24,small_business,836.0,5-10,RENT,0,18.27,748.17,0
1943,38,Male,75500.0,9726.0,12,debt_consolidation,652.0,5-10,MORTGAGE,0,21.36,810.5,0
1944,56,Male,53087.0,18022.0,24,home_improvement,609.0,5-10,OWN,0,11.26,750.92,0
1945,22,Male,116530.0,5458.0,24,debt_consolidation,736.0,5-10,RENT,0,7.52,227.42,1
1946,34,Male,70540.0,6458.0,24,other,745.0,1-3,MORTGAGE,0,26.34,269.08,1
